ISBN	Title	Author	Length	Discount	Instock	List Price	Editor	Category													
0133887928	"Mastering 3D Printing LiveLessons (Video Training), Downloadable"	Seff	2.5	x	08/12/2014	$129.99	"Lewin, Laura"	Game Programming													
0672337169	"WPF 4.5 Programming LiveLessons (Video Training), Downloadable Video"	Rainwater	5	x	08/08/2014	$149.99	"Phifer, Julie"	Microsoft Programming													
0789753812	An Introduction to Software Defined Networking (SDN) LiveLessons (Networking Talks)	Slattery	1.5	x	07/22/2014	$49.99	"Lincoln, Denise"	Networking													
0789754037	CCIE Routing and Switching v5.0 Exam Roundup LiveLessons--Networking Talks	Morris	1	y	07/22/2014	$49.99	"Bartow, Brett"	Cisco Certification													
0133519570	Java Fundamentals LiveLessons Part III of IV (Video Training)	Deitel	10	x	07/18/2014	$149.99	"Taub, Mark"	Java Programming													
0789753189	Salesforce.com Certified Administrator LiveLessons	Davis	13	x	07/09/2014	$249.99	"Lincoln, Denise"	Certification													
0672337185	"ASP.NET MVC 5 LiveLessons (Video Training), Downloadable Video"	Palermo	5	x	07/08/2014	$149.99	"Phifer, Julie"	Microsoft Programming													
0133929205	"Node.js, MongoDB and AngularJS Web Development LiveLessons (Video Training), Download Version"	Dayley	5	x	07/07/2014	$199.99	"Phifer, Julie"	Ajax & JavaScript													
1587144360	Designing Data Centers with Cisco's ACI LiveLessons--Networking Talks	Avramov	1	y	07/03/2014	$49.99	"Bartow, Brett"	Cisco Certification													
0789753839	Understanding the Shortest Path First (SPF) Algorithm LiveLessons (Networking Talks)	Doyle	1	x	07/03/2014	$49.99	"Lincoln, Denise"	Networking													
0133519414	Java Fundamentals LiveLessons Part I of IV (Video Training)	Deitel	10	x	06/23/2014	$149.99	"Taub, Mark"	Java Programming													
0133519503	Java Fundamentals LiveLessons Part II of IV (Video Training)	Deitel	10	x	06/23/2014	$149.99	"Taub, Mark"	Java Programming													
0789750546	Project 2013 LiveLessons (Video Training)	"Advisicon, Inc."	3.5	x	06/13/2014	$149.99	"Bull, Katherine"	Microsoft Applications													
0789753359	CompTIA Cloud+ CV0-001 Complete Video Course	Dulaney	3.5	x	06/10/2014	$149.99	"Lincoln, Denise"	CompTIA Certification													
1587144212	Cisco Bring Your Own Device (BYOD) Networking LiveLessons	Redmon	5.5	x	06/09/2014	$199.99	"Lincoln, Denise"	Cisco Certification													
0133799069	"Introduction to SQL Server Integration Services (SSIS) LiveLessons (Video Training), Downloadable"	Johnson	7	x	05/28/2014	$149.99	"Murray, Joan"	Microsoft Programming													
0133904334	Android App Development Fundamentals I and II LiveLessons (Video Training) - Downloadable Video	Deitel	18	x	05/05/2014	$199.99	"Taub, Mark"	Mobile Programming													
013381095X	Apache Hadoop YARN LiveLessons (Video Training)	Eadline / Murthy / Vavilapalli	7	x	05/05/2014	$299.99	"Williams-Cauley, Debra"	Big Data													
032183299X	"PHP, HTML, JavaScript Start to Finish LiveLessons (Video Training)"	Gross	7	x	04/30/2014	$199.99	"MacDonald, Trina"	Ajax & JavaScript													
1587144891	Border Gateway Protocol (BGP) LiveLessons (Downloadable Video)	Doyle	9.5	x	04/24/2014	$249.99	"Lincoln, Denise"	Networking													
0133824144	"OpenGL Essentials LiveLessons (Video Training), Downloadable"	Varcholik	5	x	04/23/2014	$149.99	"Lewin, Laura"	Graphic Programming													
0133890198	"RESTful Web APIs with Spring LiveLessons (Video Training), Downloadable Version"	Long	5	x	04/23/2014	$199.99	"Phifer, Julie"	Web Development													
0133829049	"Android Security Essentials LiveLessons (Video Training), Downloadable"	Nolan	4	x	04/21/2014	$149.99	"Lewin, Laura"	Mobile Programming													
1587144158	CCIE Security v4.0 LiveLessons	Timms	4	x	04/21/2014	$199.99	"Lincoln, Denise"	Cisco Certification													
0789753510	Security for Software Defined Networks LiveLessons (Networking Talks)	Timms	0.5	x	04/21/2014	$35.99	"Lincoln, Denise"	Network Security													
1587144182	Wi-Fi Fundamentals LiveLessons	Henry	7	x	04/09/2014	$199.99	"Lincoln, Denise"	Networking													
0132931915	iOS 6 App Development Fundamentals LiveLessons Part II: Complete Downloadable Library	Deitel	3.5		04/03/2014		"Taub, Mark"	Mac OS Programming													
0133590801	"JavaScript Essentials - LiveLessons (Video Training), Downloadable"	Tapper	4	x	03/05/2014	$149.99	"Lewin, Laura"	Ajax & JavaScript													
1587144123	End-to-End Quality of Service Network Design LiveLessons	Szigeti	9.5	x	02/14/2014	$249.99	8.5	Networking													
158714400X	Cisco CCNA Routing and Switching 200-120 Complete Video Course	Wallace	25	y	02/11/2014	$399.99	"Bartow, Brett"	Cisco Certification													
1587143984	Cisco CCNA Routing and Switching ICND2 200-101 Complete Video Course	Wallace	8	y	02/04/2014	$199.99	"Bartow, Brett"	Cisco Certification													
0133039390	"Learning Xcode LiveLessons, Downloadable Version"	Sadun	4	x	01/31/2014	$149.99	"MacDonald, Trina"	Mac OS Programming													
0321961366	"iOS User-Centric Design LiveLessons (Developer Talks), Downloadable Version"	Terpstra	4	x	01/21/2014	$35.99	"MacDonald, Trina"	Mac OS Programming													
0133743470	"Android Development with Android Studio and Eclipse - LiveLessons (Video Training), Downloadable"	Dutson	5	x	01/02/2014	$149.99	"Lewin, Laura"	Mobile Programming													
032194013X	"C# Async Fundamentals LiveLessons (Video Training), Downloadable"	Wagner	4	x	12/26/2013	$99.99	"Murray, Joan"	Microsoft Programming													
0133807142	Data Just Right LiveLessons (Video Training)	Manoochehri	3	x	12/26/2013	$299.99	"Williams-Cauley, Debra"	Big Data													
0789752395	Access 2013 Development LiveLessons (Video Training)	Balter	10	x	12/16/2013	$149.99	"Murray, Joan"	Microsoft Applications													
0133743276	R Programming LiveLessons (Video Training)	Lander	10	x	12/16/2013	$299.99	"Williams-Cauley, Debra"	Big Data													
0133551318	"Linux System Administration LiveLessons (Video Training), Downloadable Video"	Whaley	6	x	12/12/2013	$149.99	"Phifer, Julie"	Linux/Unix/Open Source													
0133804402	Professional JavaScript Frameworks with CoffeeScript LiveLessons (Video Training)	Bates	6	x	12/12/2013	$149.99	"Williams-Cauley, Debra"	Ajax & JavaScript													
0321948858	"iOS and Mac Network Programming LiveLessons (Video Training), Downloadable Version"	DeVoe	5	x	12/09/2013	$299.99	"MacDonald, Trina"	Mac OS Programming													
0789751836	QuickBooks 2013 LiveLessons (Video Training)	Madeira	10	x	11/27/2013	$199.99	"Newcomb, Michelle"	Applications													
0133490904	C# 2012 Fundamentals LiveLessons Part I of IV (Video Training)	Deitel	10	x	11/21/2013	$149.99	"Taub, Mark"	Microsoft Programming													
0133490874	C# 2012 Fundamentals LiveLessons Part II of IV (Video Training)	Deitel	10	x	11/21/2013	$149.99	"Taub, Mark"	Microsoft Programming													
013349103X	C# 2012 Fundamentals LiveLessons Part III of  IV (Video Training)		10	x	11/21/2013	$149.99	"Taub, Mark"	Microsoft Programming													
013376396X	"PrimeFaces LiveLessons (Video Training), Downloadable Version"	Hall	5	x	11/21/2013	$149.99	"Phifer, Julie"	Java Programming													
1587143992	CCENT ICND1 100-101 Complete Video Course	Wallace	17	y	11/11/2013	$299.99	"Bartow, Brett"	Cisco Certification													
0133750612	"Java 8: Lambda Expressions and Streams LiveLessons (Video Training), Downloadable Version"	Hall	4	x	11/08/2013	$199.99	"Phifer, Julie"	Java Programming													
0133359115	Python Guide for the Total Beginner LiveLessons (Video Training)	Cunningham	5	x	11/08/2013	$149.99	"Williams-Cauley, Debra"	Perl/PHP/Python													
032193458X	"SQL Server 2012 Fundamentals for the Accidental DBA (Video Training), Downloadable"	Johnson	5	x	11/05/2013	$149.99	"Murray, Joan"	Microsoft Programming													
0321947924	"Design Patterns in Java LiveLessons (Video Training), Downloadable Version"	Schmidt	6	x	10/25/2013	$299.99	"Phifer, Julie"	Java Programming													
0321935357	"Lean Change LiveLessons (Video Training), Downloadable Video"	Anderson / Hui	4	x	10/21/2013	$299.99	"Phifer, Julie"	Agile													
0133599450	Fundamentals of Data Analytics in Python LiveLessons (Video Training)	Wang / Ahmadia	4	x	10/18/2013	$199.99	"Williams-Cauley, Debra"	Big Data													
0133443558	"Java Performance LiveLessons (Video Training), Downloadable Version"	Hunt	4	x	10/18/2013	$299.99	"Phifer, Julie"	Java Programming													
0321962737	"Getting Started with Android App Development LiveLessons (Video Training), Downloadable Video"	Gargenta	4	x	10/09/2013	$149.99	"Phifer, Julie"	Mobile Programming													
0321958578	"iOS MapKit and Core Location LiveLessons (Developer Talks), Downloadable Version"	Keeley	1.5	x	08/28/2013	$49.99	"MacDonald, Trina"	Mac OS Programming													
0133463079	"Spring Framework LiveLessons (Video Training), Downloadable Version"	Long	5	x	08/27/2013	$199.99	"Phifer, Julie"	Java Programming													
0789752697	Power Excel 2013 with MrExcel LiveLessons (Video Training)	Jelen	5	x	08/26/2013	$49.99	"Yates, Loretta"	Microsoft Applications													
0133521958	"VMware vSphere Virtualization Fundamentals LiveLessons (Video Training), (DVD)"	Ferguson	4.5	x	08/17/2013	$149.99	"Murray, Joan"	Virtualization													
0321905776	"The Essentials of iOS App Development LiveLessons (Video Training), Downloadable Version"	Laso Marsetti	5	x	08/13/2013	$249.99	"MacDonald, Trina"	Mac OS Programming													
0137038402	Drupal Fundamentals LiveLessons (Video Training)	Hogbin	11	x	07/26/2013	$149.99	"Phifer, Julie"	Web Development													
0321910583	"Learning Node.js LiveLessons (Video Training), Downloadable Version"	Wandschneider	11	x	07/19/2013	$199.99	"Phifer, Julie"	Ajax & JavaScript													
0321947983	"iOS Core Audio LiveLessons (Developer Talks), Downloadable Version"	Adamson	1.5	x	07/10/2013	$69.99	"MacDonald, Trina"	Mac OS Programming													
078974872X	Access 2013 LiveLessons (Video Training)	Balter	6	x	06/21/2013	$49.99	"Yates, Loretta"	Microsoft Applications													
0672336022	"Developing Windows 8 Apps LiveLessons (Video Training), Downloadable Video"	Whittaker	4	x	06/14/2013	$149.99	"Yates, Loretta"	Microsoft Programming													
0789751259	CCIE Voice Lab Exam LiveLessons (Video Training)	Wallace	18	y	05/28/2013	$199.99	"Bartow, Brett"	Cisco Certification													
0789750724	PowerPoint 2013 LiveLessons (Video Training)	Swinford	7	x	05/24/2013	$49.99	"Yates, Loretta"	Microsoft Applications													
0321910516	"Developing iOS Enterprise Applications LiveLessons (Video Training), Downloadable Version"	Hoffman	6	x	05/08/2013	$299.99	"Phifer, Julie"	Mac OS Programming													
0789751526	"Excel PivotTables, PowerPivot, Power View, and Power Map with MrExcel LiveLessons (Video Training)"	Jelen	5	x	05/03/2013	$149.99	"Yates, Loretta"	Microsoft Applications													
1587204649	Networking and IPv4 Addressing Fundamentals LiveLessons	Learning@Cisco	9	y	05/03/2013	$149.99	"Bartow, Brett"	Networking													
0321927745	"Scala Fundamentals LiveLessons (Video Training), Downloadable Version"	Rosen	5	x	05/03/2013	$149.99	"Phifer, Julie"	Java Programming													
0133392821	Hadoop Fundamentals LiveLessons (Video Training)	Eadline	5	x	04/29/2013	$299.99	"Williams-Cauley, Debra"	Big Data													
0789750538	"Office 2013 LiveLessons (Video Training), DVD version"	ClipTraining	7	x	04/01/2013	$49.99	"Yates, Loretta"	Microsoft Applications													
0133438708	Objective-C Programming Fundamentals and Advanced LiveLessons (Video Training)	DeVoe	7	x	03/28/2013	$249.99	"Phifer, Julie"	Mac OS Programming													
078975097X	Statistical Analysis Using Excel LiveLessons (Video Training) Volume II	Carlberg	7	x	03/27/2013	$149.99	"Yates, Loretta"	Business Applications													
0789751534	"Office 2013 LiveLessons (Video Training), Downloadable Version"	ClipTraining	6	x	03/18/2013	$49.99	"Yates, Loretta"	Microsoft Applications													
078975052X	Windows 8 LiveLessons (Video Training)	ClipTraining	6	x	03/18/2013	$49.99	"Yates, Loretta"	Microsoft Applications													
0321912047	"Xcode and Instruments Fundamentals LiveLessons (Video Training), Downloadable Version"	Alexander	4	x	03/13/2013	$149.99	"Phifer, Julie"	Mac OS Programming													
0321752996	"Scala Programming LiveLessons (Video Training), Downloadable Video"	Neward	5	x	02/25/2013	$149.99	"Phifer, Julie"	Java Programming													
0321902874	"Objective-C Advanced Programming LiveLessons (Video Training), Downloadable Version"	DeVoe	5	x	02/15/2013	$149.99	"Phifer, Julie"	Mac OS Programming													
0321902866	"Objective-C Programming Fundamentals LiveLessons (Video Training), Downloadable Version"	DeVoe	5	x	01/31/2013	$149.99	"Phifer, Julie"	Mac OS Programming													
0789750295	Statistical Analysis Using Excel LiveLessons (Video Training)	Carlberg	4	x	01/25/2013	$149.99	"Yates, Loretta"	Microsoft Applications													
013335895X	Working with Big Data LiveLessons (Video Training)	Dix	4	x	01/18/2013	$299.99	"Williams-Cauley, Debra"	Big Data													
0321910745	"Game Development Essentials with Unity 4 LiveLessons (Video Training), Downloadable Version"	Geig	4	x	01/15/2013	$149.99	"Lewin, Laura"	Game Programming													
0321901770	"jQuery Fundamentals LiveLessons (Video Training), Downloadable Version"	Dutson	4	x	01/15/2013	$149.99	"Phifer, Julie"	Ajax & JavaScript													
0321842979	HTML5 for Developers LiveLessons (Video Training) - DVD	Schutta	4	x	12/31/2012	$99.99	"MacDonald, Trina"	Web Development													
0672334429	"ASP.NET MVC 4 LiveLessons (Video Training), Downloadable Version"	Palermo	6	x	12/05/2012	$149.99	"Phifer, Julie"	Microsoft Programming													
0133005364	"Joomla! Explained LiveLessons (Video Training), Downloadable Version"	Martin / Burge	4	x	12/05/2012	$149.99	"Phifer, Julie"	Web Development													
0789748584	CCNA Security 640-554 LiveLessons (Video Training)	Barker	5	y	12/03/2012	$149.99	"Bartow, Brett"	Cisco Certification													
0321887158	"Agile Transformation LiveLessons (Video Training), Downloadable Version"	Little	4	x	11/30/2012	$299.99	"Phifer, Julie"	Agile													
0789749831	CCNA Voice 640-461 LiveLessons (Video Training)	Schulz	8	y	11/30/2012	$149.99	"Bartow, Brett"	Cisco Certification													
0132931907	"iOS 6 App Development Fundamentals LiveLessons Part I (Video Training), Download Version"	Deitel	8	x	11/12/2012	$149.99	"Taub, Mark"	Mac OS Programming													
013303626X	Beyond Perl Fundamentals LiveLessons (Video Training)	Scott	5	x	11/07/2012	$149.99	"Williams-Cauley, Debra"	Perl/PHP/Python													
0133259366	"Introduction to Oracle Database 11g Administration LiveLessons (Video Training), Download Version"	McLaughlin	4	x	10/25/2012	$149.99	"Phifer, Julie"	Database													
032188549X	"Coaching Agile Teams LiveLessons (Video Training), Downloadable Version"	Adkins	4	x	10/22/2012	$299.99	"Phifer, Julie"	Agile													
0133123359	"Professional C Programming LiveLessons, Part I (Video Training)"	Seacord	4	x	10/01/2012	$149.99	"Phifer, Julie"	C/C++ Programming													
0133039994	"Ruby on Rails Tutorial LiveLessons (Video Training), Downloadable Video"	Hartl	4	x	10/01/2012	$299.99	"Williams-Cauley, Debra"	Ruby/Ruby on Rails													
0132707616	"PMP (PMBOK4) Video Mentor, Downloadable Version"	Baca / Gilas	3.5	x	09/20/2012	$85.00	"Brown, Betsy"	Other Non-Technical													
0789749882	CompTIA A+ 220-801 and 220-802 LiveLessons (Video Training)	Smith / Graham	12.5	x	09/07/2012	$149.99	"Brown, Betsy"	CompTIA Certification													
0132598841	Outside in Search Marketing LiveLessons (Video Training)	Mathewson	5	x	08/31/2012	$69.99	"Guzikowski, Chris"	Sales & Marketing													
0132620456	"Search Engine Marketing, Inc. I, II, III, and IV LiveLessons (Video Training)"	Moran	10	x	08/10/2012	$149.99	"Ray, Mary Beth"	Sales & Marketing													
0133038106	"Java Reflection LiveLessons (Video Training), Downloadable Version"	Anderson	5	x	07/09/2012	$299.99	"Phifer, Julie"	Java Programming													
0321793269	DevOps in the Cloud LiveLessons (Video Training)	Duvall	5	x	07/02/2012	$299.99	"Phifer, Julie"	General/Other Web Services													
0321843436	Learning iPad Programming LiveLessons (Video Training) - DVD	Turner	5	x	05/31/2012	$149.99	"MacDonald, Trina"	Mac OS Programming													
013301567X	"Search Engine Marketing, Inc. I, II, III and IV LiveLessons (Video Training), Part I"	Moran	14	x	05/21/2012	$39.99	"Ray, Mary Beth"	Sales & Marketing													
0133015726	"Search Engine Marketing, Inc. I, II, III and IV LiveLessons (Video Training), Part II"	Moran	3	x	05/21/2012	$49.99	"Ray, Mary Beth"	Sales & Marketing													
0133015793	"Search Engine Marketing, Inc. I, II, III and IV LiveLessons (Video Training), Part III"	Moran	5	x	05/21/2012	$69.99	"Ray, Mary Beth"	Sales & Marketing													
0133015912	"Search Engine Marketing, Inc. I, II, III and IV LiveLessons (Video Training), Part IV"	Moran	3	x	05/21/2012	$49.99	"Ray, Mary Beth"	Sales & Marketing													
0132761718	HTML5 for Developers LiveLessons (Video Training)	Schutta	5	x	05/18/2012	$149.99	"MacDonald, Trina"	Web Development													
0789749564	Microsoft PowerPoint 2010 LiveLessons (Video Training)	Swinford	7	x	03/28/2012	$39.99	"Yates, Loretta"	Microsoft Applications													
0321821661	"Learning iPad Programming LiveLessons, Downloadable Version"	Turner	5	x	02/27/2012	$149.99	"MacDonald, Trina"	Mac OS Programming													
0789749777	CCNP Voice LiveLessons (Video Training)	Wallace	10	y	02/17/2012	$149.99	"Bartow, Brett"	Cisco Certification													
0321714571	Windows 7 Device Driver LiveLessons (Video Training)	Reeves	6	x	01/15/2012	$149.99	"Unassigned (Taub, Mark)"	Microsoft Programming													
0789749254	Mac OS X Lion LiveLessons	Johnson	5	x	01/12/2012	$39.99	"Norman, Laura"	MAC OSX / Other													
0132756986	C# Puzzlers (Video Training)	Wagner	4	x	01/03/2012	$69.99	"Murray, Joan"	Microsoft Programming													
0789749270	CompTIA Network+ N10-005 LiveLessons (Video Training)	Sequeira	5	x	12/29/2011	$149.99	"Bartow, Brett"	CompTIA Certification													
0789748347	QuickBooks LiveLessons (Video Training)	Madeira	9	x	12/11/2011	$39.99	"Newcomb, Michelle"	Applications													
0321787021	"Fundamentals of the Managed Extensibility Framework (MEF) (Video Training), (Downloadable Video)"	Likness	4	x	09/02/2011	$69.99	"Murray, Joan"	Microsoft Programming													
0789748088	Digital Photography for Everyone LiveLessons	Rich	4	x	08/10/2011	$39.99	"Norman, Laura"	Entertainment/Gaming/Gadgets													
0789748185	Developing for the Cloud with Windows Azure LiveLessons (video training)	Griffin	4	x	07/27/2011	$149.99	"Yates, Loretta"	General/Other Web Services													
0132827743	"C# 2010 Fundamentals I, II, and III  LiveLessons (Video Training), Complete Downloadable Version"	Deitel	30	x	07/15/2011	$249.99	"Taub, Mark"	Microsoft Programming													
0789748126	Rapid Website and Theme Development with WordPress LiveLessons (Video Training)	Rand-Hendriksen	5	x	07/08/2011	$49.99	"Yates, Loretta"	Web Development													
0672335735	Learning ASP.NET MVC 3 LiveLessons (video training)	Sutton	5	x	06/10/2011	$149.99	"Farling, Brook"	Microsoft Programming													
0672335344	Windows Phone 7 Programming LiveLessons (Video Training): Developing Applications for the Windows Phone	Wolf	5	x	06/02/2011	$149.99	"Yates, Loretta"	Microsoft Programming													
0132761750	"JavaServer Faces LiveLessons (Video Training), Downloadable Video"	Geary	5	x	06/01/2011	$149.00	"Doench, Greg"	Java Programming													
0321752929	"Rich Internet Applications with Ajax and jQuery LiveLessons (Video Training), Downloadable Video"	Hall	5	x	05/16/2011	$149.99	"Doench, Greg"	Ajax & JavaScript													
0321753003	"Solaris 10 Administration Workshop LiveLessons (Video Training): File Systems, Downloadable Version"	Galvin	5	x	05/06/2011	$99.99	"Doench, Greg"	Sun OS													
0321705157	Cloud Computing with Amazon Web Services LiveLessons (Video Training)	Golden / Noa	5	x	03/31/2011	$149.99	"Lewin, Laura"	General/Other Web Services													
0321752988	"Building Ajaxified Web Applications with JSF 2.0 LiveLessons (Video Training), Downloadable Version"	Hall	6	x	03/24/2011	$149.99	"Doench, Greg"	Ajax & JavaScript													
0132103354	"Silverlight 4 Development LiveLessons (Video Training), Downloadable Video"	Wahlin	6	x	03/10/2011	$149.99	"Farling, Brook"	Microsoft Programming													
0789742594	ITIL V3 Foundation Exam Video Mentor	Knapp	6	x	03/06/2011	$89.99	"Brown, Betsy"	Certification													
0672335336	WPF 4 Programming LiveLessons (Video Training)	Rainwater	5	x	02/11/2011	$149.99	"Farling, Brook"	Microsoft Programming													
0672333384	Visual Studio 2010 LiveLessons (Video Training)	Whittaker	5	x	11/09/2010	$149.99	"Farling, Brook"	Microsoft Programming													
0321674901	Intro to Android Application Development LiveLessons (Video Training)	Galpin	4	x	09/18/2010	$99.00	"Lewin, Laura"	Mobile Programming													
067233108X	"SharePoint 2007 for Business Users LiveLessons (Video Training), Downloadable Video"	Wahlin	7	x	09/17/2010	$149.99	"Farling, Brook"	Microsoft Other Server													
0789743051	Microsoft Access 2010 LiveLessons (Video Training)	Balter	7	x	08/13/2010	$49.99	"Yates, Loretta"	Microsoft Applications													
0132563878	"iPhone App Development Fundamentals LiveLesson Complete Downloadable Library, Downloadable Version"	"Deitel & Associates, Inc."	10	x	07/12/2010	$149.99	"Migration, ITPro"	iOS Programming													
0321705564	"Cloud Computing with Amazon Web Services LiveLessons (Video Sneak Peek), Streaming Video"	Golden / Noa	6	n	07/06/2010	$149.99	"Lewin, Laura"	General/Other Web Services													
0321701445	"Cocoa Programming Fundamentals LiveLessons, Safari"	Chisnall	6	n	05/11/2010	$149.99	"Migration, ITPro"	Mac OS Programming													
032168592X	"Intro to Android Application Development LiveLessons (Video Training), Safari"	Galpin	5	n	04/12/2010	$99.00	"Lewin, Laura"	Mobile Programming													
0132107864	"Network Troubleshooting Video Mentor, Downloadable Version"	Wallace	7	x	04/02/2010	$69.99	"Bartow, Brett"	Cisco Certification													
158720391X	Cisco LAN Switching Video Mentor Downloadable Version	Hucaby	6	x	03/23/2010	$69.99	"Bartow, Brett"	Cisco Certification													
032166342X	Initiate/Preliminary Plan (Downloadable Version)	Baca / Gilas	4	n	12/01/2009	$4.99	"Migration, ITPro"	Other Non-Technical													
0138007004	"Installing Apache, PHP5, and MySQL, Downloadable Version"	Wandschneider	5	n	12/01/2009	$4.99	"Migration, ITPro"	Perl/PHP/Python													
013800725X	"JavaScript Basics, Downloadable Version"	Johnson / White / Charland	4	n	12/01/2009	$4.99	"Migration, ITPro"	Ajax & JavaScript													
032166339X	"Your ""Pass the Exam"" Project (Downloadable Version)"	Baca / Gilas	4	n	12/01/2009	$4.99	"Migration, ITPro"	Other Non-Technical													
0137038070	CSS Fundamentals LiveLessons (Video Training)	Montoya	5	n	11/24/2009	$149.99	"Taub, Mark"	Web Development													
0768694779	"Microsoft Windows 7 LiveLessons (Video Training): Mastering the Windows User Experience, Safari"	Bruzzese	7	n	07/20/2009	$49.99	"Migration, ITPro"	Microsoft Applications													
0672330830	Silverlight 2 Development LiveLessons (Video Training)	Wahlin	7	x	06/03/2009	$149.99	"Yates, Loretta"	Microsoft Programming													
0137030452	Perl Fundamentals LiveLessons (Video Training) Streaming Video	Scott	5	n	03/09/2009	$149.99	"Migration, ITPro"	Perl/PHP/Python													
0321601424	"SQL Server Fundamentals for the Accidental DBA LiveLessons (Video Training), Safari"	Johnson	7	n	12/19/2008	$69.99	"Murray, Joan"	Database													
0137021135	"Python Fundamentals LiveLessons (Video Training), Safari"	Chun	9	n	12/18/2008	$149.99	"Williams-Cauley, Debra"	Perl/PHP/Python													
0768687217	"Application Development with Microsoft Access 2007 LiveLessons (Video Training), Streaming Video"	Balter	7	n	12/14/2008	$69.99	"Migration, ITPro"	Microsoft Applications													
013713133X	C# 2008 Fundamentals I and II LiveLessons (Video Training) Safari Edition	Deitel	19	n	11/24/2008	$149.99	"Taub, Mark"	Microsoft Programming													
032158032X	"PMP Exam Prep: All the Help You Need, From Start to Finish (Video Training for the PMP Certification Exam), Safari Edition"	Baca	3	n	08/22/2008	$69.99	"Brown, Betsy"	Certification													
0768682835	"Microsoft Office Access 2007 LiveLessons (Video Training), Safari Edition"	Balter	7	n	07/07/2008	$39.99	"Migration, ITPro"	Microsoft Applications													
0768682800	"Microsoft Office 2007 (Video Training), Safari Edition"	Bruzzese	7	n	05/13/2008	$39.99	"Migration, ITPro"	Microsoft Applications													
0768682827	"Power Excel 2007 with MrExcel (Video Training), Safari Edition"	Jelen	10	n	05/01/2008	$39.99	"Migration, ITPro"	Microsoft Applications													
0768682819	"Power Excel 2003 with MrExcel LiveLessons (Video Training), Safari Edition"	Jelen	8	n	04/24/2008	$39.99	"Migration, ITPro"	Microsoft Applications													
0137131690	C# 3.0 Fundamentals: Part II (Video LiveLessons) Safari Edition	Deitel	19	n	01/15/2008	$69.99	"Migration, ITPro"	Microsoft Programming													
0672329743	Data Access in the ASP.NET 2.0 Framework (Video LiveLesson) Safari Version	Walther	4.5	n	10/09/2007	$69.99	"Migration, ITPro"	Microsoft Programming													
0321534069	"Project Management for Mere Mortals LiveLessons (Video Training): The Tools, Techniques, Teaming, and Politics of Project Management, Safari Edition"	Baca	7	n	10/08/2007	$74.99	"Brown, Betsy"	Project Management													
0321525981	Developing Applications with Windows Workflow Foundation (WF) (Video LiveLessons) Safari Edition	Noyes	5	n	08/13/2007	$74.99	"Migration, ITPro"	Microsoft Programming													
0137081294	iPhone App Development Fundamentals LiveLessons (Video Training)	"Deitel & Associates, Inc."	14	x	06/13/1966	$149.99	"Taub, Mark"	Mac OS Programming													
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
